Video ID,Health Professional?,Video Duration (s),Agreement,[Anthony] - Sood et al. Scale,[Elia/Final] - Sood et al. Scale,[Enoch] - Sood et al. Scale,[A] - PEMAT 1: Makes its purpose completely evident?,[E] - PEMAT 1: Makes its purpose completely evident?,"[A] - PEMAT 3: Uses common, everyday language?","[E] - PEMAT 3: Uses common, everyday language?",[A] - PEMAT 4: Medical terms are used only to familiarize audience with the term,[E] - PEMAT 4: Medical terms are used only to familiarize audience with the term,[A] - PEMAT 5: Uses the active voice?,[E] - PEMAT 5: Uses the active voice?,"[A] - PEMAT 8: Breaks or ""chunks"" information into short sections?","[E] - PEMAT 8: Breaks or ""chunks"" information into short sections?",[A] - PEMAT 9: Sections have informative headers? (ANTHONY),[E] - PEMAT 9: Sections have informative headers? (ENOCH),[A] - PEMAT 10: Presents information in a logical sequence?,[E] - PEMAT 10: Presents information in a logical sequence?,[A] - PEMAT 11: Provides a summary?,[E] - PEMAT 11: Provides a summary?,[A] - PEMAT 12: Uses visual cues to draw attention to key points?,[E] - PEMAT 12: Uses visual cues to draw attention to key points?,[A] - PEMAT 13: Text on the screen is easy to read?,[E] - PEMAT 13: Text on the screen is easy to read?,[A] - PEMAT 14: Allows the user to hear the words clearly?,[E] - PEMAT 14: Allows the user to hear the words clearly? copy,[A] - PEMAT 18: PEMAT 18: Illustrations and photographs are clear and uncluttere,[E] - PEMAT 18: PEMAT 18: Illustrations and photographs are clear and uncluttere,[A] - PEMAT 19: Uses simple tables with short and clear row and column headings?,[E] - PEMAT 19: Uses simple tables with short and clear row and column headings?,[A] - PEMAT 20: Clearly identifies at least one action the user can take?,[E] - PEMAT 20: Clearly identifies at least one action the user can take? copy,[A] - PEMAT 21: Material addresses the user directly when describing actions?,[E] - PEMAT 21: Material addresses the user directly when describing actions? co,"[A] - PEMAT 22: Breaks down any action into manageable, explicit steps?","[E] - PEMAT 22: Breaks down any action into manageable, explicit steps? copy","[A] - PEMAT 25: Explains how to use the charts, graphs, tables, or diagrams to t","[E] - PEMAT 25: Explains how to use the charts, graphs, tables, or diagrams to t",[A] - JAMA 1: Authorship,[E] - JAMA 1: Authorship,[A] - JAMA 2: Attribution,[E] - JAMA 2: Attribution,[A] - JAMA 3: Disclosure,[E] - JAMA 3: Disclosure,[A] - JAMA 4: Currency,[E] - JAMA 4: Currency,[A] - Sood et al. Scale,[E] - Sood et al. Scale,A_UnderstandabilityScoreSum,A_UnderstandabilityScore_Max,Anthony's Understandability Score,E_UnderstandabilityScoreSum,E_UnderstandabilityScore_Max,Enoch's Understandability Score,A_Actionability_ScoreSum,A_Actionability_ScoreMax,Anthony's Actionability Score,E_Actionability_ScoreSum,E_Actionability_ScoreMax,Enoch's Actionability Score,Understandability Score (Average),Actionability Score (Average),A_JAMA_Score,E_JAMA_Score,JAMA_Score,Views,Likes,Shares,Comments,Followers,Videos Uploaded Per Author,Video Creation Date,Days_Since_Upload,Matching result from merge
6962230038913730000,0,28,1,U,U,U,1,1,1,1,1,1,1,1,,,,,1,1,,,,,1,1,1,1,,,,,1,1,1,1,1,1,,,0,0,0,0,0,0,1,1,U,U,7,7,1,7,7,1,3,3,1,3,3,1,1,1,1,1,1,927000,347200,9872,5218,316800,102,1621649463,57,Matched (3)
6961848131394880000,0,60,1,M,M,M,0,0,1,1,1,1,1,1,,,,,1,1,,,,,,,1,1,,1,,,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,M,M,5,6,1,6,7,1,0,3,0,0,3,0,1,0,1,1,1,1400000,347200,5742,23800,64100,322,1618453565,94,Matched (3)
6959018360763940000,0,9,1,M,M,M,1,1,1,1,1,1,1,1,,,,,1,1,,,,,1,1,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,M,M,6,6,1,6,6,1,0,3,0,0,3,0,1,0,1,1,1,1300000,356000,6567,2667,2000000,383,1605472080,244,Matched (3)
6947417461537000000,0,13,1,P,P,P,1,1,1,1,1,1,1,1,,,,,1,1,,,,,,,1,1,,,,,0,0,0,0,0,0,,,1,1,0,0,0,1,1,1,P,P,6,6,1,6,6,1,0,3,0,0,3,0,1,0,2,3,3,2400000,389000,13500,6681,13600000,772,1615998203,122,Matched (3)
6974608516522820000,0,24,1,M,M,M,1,1,1,1,1,1,1,1,,,,,1,1,,,,,1,1,1,1,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,M,M,7,7,1,7,7,1,0,3,0,0,3,0,1,0,1,1,1,1600000,294700,18400,4710,44500,32,1617475972,105,Matched (3)
6840645352693970000,0,59,1,M,M,M,1,1,1,1,1,1,1,1,,,,,1,1,,,,,,,1,1,,1,,,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,M,M,6,6,1,7,7,1,0,3,0,0,3,0,1,0,1,1,1,6800000,1500000,108600,20100,406400,172,1589815788,425,Matched (3)
6828206813930930000,0,15,0,M,U,U,1,1,1,1,1,1,1,1,,,,,1,1,,,,,1,1,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,M,U,6,6,1,6,6,1,0,3,0,0,3,0,1,0,1,1,1,8900000,2100000,147300,25800,2000000,383,1612468634,163,Matched (3)
6904225678103820000,0,8,1,P,P,P,1,1,1,1,1,1,1,1,,,,,1,1,,,,,1,1,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,P,P,6,6,1,6,6,1,0,3,0,0,3,0,1,0,1,1,1,3400000,721700,15400,13400,55300,122,1613414771,152,Matched (3)
6849452922061850000,0,48,1,P,P,P,1,1,1,1,1,1,1,1,,,,,1,1,,,,,1,,1,1,,,,1,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,P,P,7,7,1,7,7,1,0,3,0,0,3,0,1,0,1,1,1,4100000,1000000,39600,12100,83900,526,1592249386,397,Matched (3)
6869544474591180000,0,58,1,U,U,U,1,1,1,1,1,1,1,1,,,,,1,1,,,,,,,1,1,,,,,1,1,1,1,1,1,,,0,0,0,0,0,0,1,1,U,U,6,6,1,6,6,1,3,3,1,3,3,1,1,1,1,1,1,3600000,930700,25500,51400,12100,7,1612032355,168,Matched (3)
6966321498646640000,0,60,1,U,U,U,1,1,1,1,0,0,1,1,,,,,1,1,,,,,,,1,1,0,0,,,0,0,0,0,0,0,,,0,0,1,1,0,0,1,1,U,U,5,7,1,5,7,1,0,3,0,0,3,0,1,0,2,2,2,1200000,336300,14500,4553,2000000,383,1619829964,78,Matched (3)
6915574420694200000,0,29,1,M,M,M,1,1,1,1,1,1,1,1,,,,,1,1,,,,,1,1,1,1,,1,,,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,M,M,7,7,1,8,8,1,0,3,0,0,3,0,1,0,1,1,1,2700000,604300,7987,4479,2000000,383,1621445213,59,Matched (3)
6955972355223040000,0,15,1,M,M,M,1,1,1,1,1,1,1,1,,,,,1,1,,,,,1,1,1,1,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,M,M,7,7,1,7,7,1,0,3,0,0,3,0,1,0,1,1,1,1100000,367300,13200,6569,21400,155,1623902596,31,Matched (3)
6880673281154810000,0,56,1,M,M,M,1,1,1,1,0,0,1,1,,,,,1,1,,,,,1,1,1,1,,,,,0,1,0,1,0,1,,,0,0,0,0,0,0,1,1,M,M,6,7,1,6,7,1,0,3,0,3,3,1,1,1,1,1,1,3100000,785300,29800,20000,18700,98,1621374219,60,Matched (3)
6968230290573490000,0,25,0,P,U,U,1,1,1,1,0,0,1,1,,,,,1,1,,,,,1,0,,,1,1,,,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,P,U,6,7,1,5,7,1,0,3,0,0,3,0,1,0,1,1,1,1500000,311200,14500,4337,2000000,383,1613313214,153,Matched (3)
6950152491543560000,0,9,1,M,M,M,1,1,0,0,0,0,1,1,,,,,1,1,,,,,,,1,1,,,,,0,0,0,0,0,0,,,0,0,0,0,1,1,1,1,M,M,4,6,1,4,6,1,0,3,0,0,3,0,1,0,2,2,2,1500000,386900,9787,3408,155100,307,1614040978,145,Matched (3)
6895449935731280000,0,57,0,P,P,M,1,1,1,1,1,1,1,1,,,,,1,1,,,,,,,1,1,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,P,M,6,6,1,6,6,1,0,3,0,0,3,0,1,0,1,1,1,2300000,747900,18500,13400,273000,978,1613432895,152,Matched (3)
6924770549780460000,0,11,1,M,M,M,1,1,1,1,0,0,1,1,,,,,1,1,,,,,,,1,1,,,,,1,1,1,1,1,1,,,0,0,0,0,0,0,1,1,M,M,5,6,1,5,6,1,3,3,1,3,3,1,1,1,1,1,1,3500000,438700,31400,3819,1200000,870,1623463786,36,Matched (3)
6966746379691640000,0,58,1,M,M,M,1,1,1,1,1,1,1,1,,,,,1,1,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,M,M,6,6,1,5,6,1,0,3,0,0,3,0,1,0,1,1,1,1600000,323000,7491,5310,8833,157,1621136120,63,Matched (3)
6964054152460650000,0,50,1,P,P,P,1,1,1,1,1,1,1,1,,,,,1,1,,,,,1,1,1,1,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,P,P,7,7,1,7,7,1,0,3,0,0,3,0,1,0,1,1,1,1200000,339700,7060,4593,2000000,383,1582091255,515,Matched (3)
6929127438278590000,0,48,1,U,U,U,1,1,1,1,1,1,1,1,,,,,1,1,,,,,1,1,1,1,,,,,1,1,1,1,1,1,,,1,1,0,0,0,0,1,1,U,U,7,7,1,7,7,1,3,3,1,3,3,1,1,1,2,2,2,2200000,424200,49000,10600,126100,289,1600281993,304,Matched (3)
6951205111024600000,0,56,1,U,U,U,1,1,1,1,1,1,1,1,,,,,1,1,,,,,1,1,1,1,,,,,1,1,1,1,0,1,,,0,0,0,0,0,0,1,1,U,U,7,7,1,7,7,1,2,3,1,3,3,1,1,1,1,1,1,1800000,380600,5680,2233,2000000,383,1611161081,178,Matched (3)
6938574362849200000,0,28,1,M,M,M,1,1,1,1,1,1,1,1,,,,,1,1,,,,,1,1,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,M,M,6,6,1,6,6,1,0,3,0,0,3,0,1,0,1,1,1,1200000,398400,5668,11900,58200,485,1619676585,80,Matched (3)
6956457916576660000,0,15,1,P,P,P,1,1,1,1,1,1,1,1,,,,,1,1,,,,,0,0,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,P,P,5,6,1,5,6,1,0,3,0,0,3,0,1,0,1,1,1,1500000,363500,10400,11700,153100,35,1614195703,143,Matched (3)
6957802941105450000,0,74,1,U,U,U,1,1,1,1,0,0,1,1,,,,,1,1,,,,,1,1,1,1,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,U,U,6,7,1,6,7,1,0,3,0,0,3,0,1,0,1,1,1,1300000,360000,1411,1560,1100000,102,1622934147,42,Matched (3)
6960386600211720000,0,19,1,M,M,M,1,1,1,1,1,1,1,1,,,,,1,1,,,,,1,1,1,1,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,M,M,7,7,1,7,7,1,0,3,0,0,3,0,1,0,1,1,1,1600000,354800,7061,6806,4763,40,1599440469,314,Matched (3)
6920393876771470000,0,30,1,P,P,P,1,1,1,1,1,1,1,1,,,,,1,1,,,,,,,1,1,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,P,P,6,6,1,6,6,1,0,3,0,0,3,0,1,0,1,1,1,1700000,503400,12700,7929,6044,30,1618323712,95,Matched (3)
6919301266493440000,0,59,1,M,M,M,1,1,1,1,1,0,1,1,,,,,1,1,,,,,,,1,1,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,M,M,6,6,1,5,6,1,0,3,0,0,3,0,1,0,1,1,1,3000000,561500,73900,12100,240000,540,1611126368,179,Matched (3)
6763093238212510000,0,15,1,P,P,P,1,1,1,1,1,1,1,1,,,,,1,1,,,,,1,1,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,P,P,6,6,1,6,6,1,0,3,0,0,3,0,1,0,1,1,1,14800000,3200000,140800,29100,2000000,383,1621020504,64,Matched (3)
6911739197665700000,0,59,1,U,U,U,1,1,1,1,1,1,1,1,,,,,1,1,,,,,,,1,1,,1,,,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,U,U,6,6,1,7,7,1,0,3,0,0,3,0,1,0,1,1,1,2700000,613300,52000,12600,21400,142,1620930289,65,Matched (3)
6929563635693960000,0,24,1,M,M,M,1,1,1,1,1,1,1,1,,,,,1,1,,,,,,,1,1,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,M,M,6,6,1,6,6,1,0,3,0,0,3,0,1,0,1,1,1,2700000,415800,21900,6936,312000,420,1622217288,50,Matched (3)
6971170089836030000,0,21,1,M,M,M,1,1,1,1,0,0,1,1,,,,,1,1,,,,,1,1,1,1,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,M,M,6,7,1,6,7,1,0,3,0,0,3,0,1,0,1,1,1,892100,303900,12100,4879,342600,369,1612289316,165,Matched (3)
6932917711890660000,0,58,0,M,M,U,1,1,1,0,1,1,1,1,,,,,1,1,,,,,1,1,1,1,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,M,U,7,7,1,6,7,1,0,3,0,0,3,0,1,0,1,1,1,2200000,399200,18400,11800,222500,264,1594072507,376,Matched (3)
6961109903368860000,0,25,1,M,M,M,1,1,1,1,0,0,1,1,,,,,1,1,,,,,1,1,1,1,,,,,0,1,0,1,0,1,,,0,0,0,0,0,0,1,1,M,M,6,7,1,6,7,1,0,3,0,3,3,1,1,1,1,1,1,2600000,354500,55100,6796,73600,226,1622072048,52,Matched (3)
6961842569881890000,0,35,1,P,P,P,1,1,1,1,1,1,1,1,,,,,1,1,,,,,1,1,1,1,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,P,P,7,7,1,7,7,1,0,3,0,0,3,0,1,0,1,1,1,1200000,352400,20700,14600,46200,610,1613073489,156,Matched (3)
6964857170793920000,0,15,1,P,P,P,1,1,1,1,1,1,1,1,,,,,1,1,,,,,,,1,1,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,P,P,6,6,1,6,6,1,0,3,0,0,3,0,1,0,1,1,1,1300000,339500,7455,5707,81200,1715,1615512739,128,Matched (3)
6974235614040290000,0,40,1,U,U,U,1,1,1,1,1,1,1,1,,,,,1,1,,,,,1,1,1,1,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,U,U,7,7,1,7,7,1,0,3,0,0,3,0,1,0,1,1,1,1800000,298000,10700,8072,43000,98,1612914860,158,Matched (3)
6962726595589090000,0,19,1,M,M,M,1,1,1,1,0,0,1,1,,,,,1,1,,,,,1,1,1,1,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,M,M,6,7,1,6,7,1,0,3,0,0,3,0,1,0,1,1,1,1900000,346000,27700,8145,1700000,6055,1619513174,82,Matched (3)
6972242966232460000,0,23,1,M,M,M,1,1,1,1,1,1,1,1,,,,,1,1,,,,,,1,1,1,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,M,M,6,6,1,7,7,1,0,3,0,0,3,0,1,0,1,1,1,1400000,303500,13400,3233,24900,308,1618813723,90,Matched (3)
6924729837500250000,0,55,1,P,P,P,1,1,1,1,1,1,1,1,,,,,1,1,,,,,,,1,1,,,,,0,0,0,0,0,0,,,0,1,0,0,0,1,1,1,P,P,6,6,1,6,6,1,0,3,0,0,3,0,1,0,1,3,2,1500000,455900,5293,4641,2000000,383,1608340557,211,Matched (3)
6966738759610020000,0,19,1,M,M,M,1,1,1,1,0,0,1,1,,,,,1,1,,,,,,,1,1,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,M,M,5,6,1,5,6,1,0,3,0,0,3,0,1,0,1,1,1,1700000,328400,19700,4044,62500,348,1622417547,48,Matched (3)
6967052555415190000,0,29,1,M,M,M,1,1,1,1,1,1,1,1,,,,,1,1,,,,,1,1,1,1,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,M,M,7,7,1,7,7,1,0,3,0,0,3,0,1,0,1,1,1,3700000,320500,40100,5193,388200,764,1592456849,395,Matched (3)
6964931392086080000,0,19,1,M,M,M,1,1,1,1,1,1,1,1,,,,,1,1,,,,,1,1,1,1,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,M,M,7,7,1,7,7,1,0,3,0,0,3,0,1,0,1,1,1,1100000,338800,4531,2713,1751,23,1620591295,69,Matched (3)
6965924923546060000,0,15,1,M,M,M,1,1,1,1,1,1,1,1,,,,,1,1,,,,,1,,1,1,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,M,M,7,7,1,6,6,1,0,3,0,0,3,0,1,0,1,1,1,1500000,338300,9657,9102,242800,1699,1617219997,108,Matched (3)
6838659031092000000,0,52,1,P,P,P,1,1,1,1,1,1,1,1,,,,,1,1,,,,,1,1,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,P,P,6,6,1,6,6,1,0,3,0,0,3,0,1,0,1,1,1,10400000,1600000,170000,42400,717100,252,1607515310,220,Matched (3)
6846489274905360000,0,54,1,M,M,M,1,1,0,0,0,0,1,1,,,,,1,1,,,,,1,1,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,M,M,4,6,1,4,6,1,0,3,0,0,3,0,1,0,1,1,1,5000000,1200000,13500,20900,1100000,970,1613728640,149,Matched (3)
6903576002803350000,0,14,1,M,M,M,1,1,1,1,1,1,1,1,,,,,1,1,,,,,1,1,1,1,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,M,M,7,7,1,7,7,1,0,3,0,0,3,0,1,0,1,1,1,4800000,721800,16300,6361,1200000,870,1617571682,104,Matched (3)
6952913760688320000,1,13,0,U,U,P,1,1,1,1,1,1,1,1,,,,,1,1,,,,,1,1,,,,,,,0,0,0,0,0,0,,,1,1,0,0,0,0,1,1,U,P,6,6,1,6,6,1,0,3,0,0,3,0,1,0,2,2,2,1600000,375800,16900,6480,342600,369,1608504636,209,Matched (3)
6973861990930450000,1,13,1,M,M,M,1,1,1,1,1,1,1,1,,,,,1,1,,,,,1,1,,,,,,1,0,1,0,0,0,0,,,1,1,0,0,1,1,1,1,M,M,6,6,1,7,7,1,0,3,0,1,3,0,1,0,3,3,3,937200,300200,4487,2084,2000000,383,1623728783,33,Matched (3)
6958629112558760000,1,15,1,M,M,M,1,1,1,1,1,1,1,1,,,,,1,1,,,,,1,1,,,,,,,0,0,0,0,0,0,,,1,1,0,0,0,0,1,1,M,M,6,6,1,6,6,1,0,3,0,0,3,0,1,0,2,2,2,3200000,359600,42200,3294,214800,1322,1618208489,97,Matched (3)
6970797455487060000,1,13,1,U,U,U,1,1,1,1,1,1,1,1,,,,,1,1,,,,,1,1,,,,,,,0,0,0,0,0,0,,,1,1,0,0,0,1,1,1,U,U,6,6,1,6,6,1,0,3,0,0,3,0,1,0,2,3,3,1100000,306500,7584,2879,2000000,383,1621973121,53,Matched (3)
6883559877663260000,1,42,1,U,U,U,1,1,1,1,1,1,1,1,,,,,1,1,,,,,,,1,1,,,,,1,0,1,0,0,0,,,1,1,0,0,0,0,1,1,U,U,6,6,1,6,6,1,2,3,1,0,3,0,1,0,2,2,2,2300000,774300,21800,11200,301900,533,1621266331,61,Matched (3)
6932253150296490000,1,59,1,U,U,U,1,1,1,1,1,1,1,1,,,,,1,1,,,,,0,0,1,1,,,,,0,0,0,0,0,0,,,1,1,0,0,1,1,1,1,U,U,6,7,1,6,7,1,0,3,0,0,3,0,1,0,3,3,3,1500000,400400,18100,7490,63200,581,1582094010,515,Matched (3)
6927416513888550000,1,59,1,U,U,U,1,1,1,1,1,1,1,1,,,,,1,1,,,,,1,,1,1,,,,,0,0,0,0,0,0,,,1,1,0,0,1,1,1,1,U,U,7,7,1,6,6,1,0,3,0,0,3,0,1,0,3,3,3,2200000,433100,20900,4451,2000000,383,1620272731,73,Matched (3)
6967370186340960000,1,58,1,M,M,M,1,1,1,1,1,1,1,1,,,,,1,1,,,,,,,1,1,,,,,0,0,0,0,0,0,,,1,1,0,0,0,0,1,1,M,M,6,6,1,6,6,1,0,3,0,0,3,0,1,0,2,2,2,2300000,311700,9043,3088,1200000,870,1602420921,279,Matched (3)
6940659419826940000,1,46,1,U,U,U,1,1,1,1,0,0,1,1,,,,,1,1,,,,,,,1,1,,,,,1,1,1,1,0,1,,,1,1,0,0,0,0,1,1,U,U,5,6,1,5,6,1,2,3,1,3,3,1,1,1,2,2,2,1500000,393500,32900,8392,634600,1553,1623815773,32,Matched (3)
6947006391097900000,1,15,1,P,P,P,1,1,1,1,1,1,1,1,,,,,1,1,,,,,1,1,1,1,,,,,0,1,1,1,0,1,,,0,0,0,0,0,0,1,1,P,P,7,7,1,7,7,1,1,3,0,3,3,1,1,1,1,1,1,1300000,389500,10400,3277,2000000,383,1607364091,222,Matched (3)
6950391819129680000,1,59,1,U,U,U,1,1,1,1,1,1,1,1,,,,,1,1,,,,,,1,1,1,,,,,1,1,1,1,0,1,,,1,1,0,0,0,0,1,1,U,U,6,6,1,7,7,1,2,3,1,3,3,1,1,1,2,2,2,2300000,385900,31500,13800,295600,623,1619045592,87,Matched (3)
